,Cust_ID,Year,Revenue,Product,Customer,# Transactions
5567,CUSTOMER 1637,2010,314.95,FraudFinder 2.0.,CUSTOMER 1637,1890636
5571,CUSTOMER 1637,2011,787.3600000000001,FraudFinder 2.0.,CUSTOMER 1637,1818842
5575,CUSTOMER 1637,2012,866.1300000000002,FraudFinder 2.0.,CUSTOMER 1637,2191893
5579,CUSTOMER 1637,2010,314.95,Other,CUSTOMER 1637,1890636
5583,CUSTOMER 1637,2011,787.3600000000001,Other,CUSTOMER 1637,1818842
5587,CUSTOMER 1637,2012,866.1300000000002,Other,CUSTOMER 1637,2191893
5595,CUSTOMER 1730,2012,359.04000000000013,FraudFinder 2.0.,CUSTOMER 1730,51
5598,CUSTOMER 1730,2012,359.04000000000013,Other,CUSTOMER 1730,51
5600,CUSTOMER 1742,2011,0.03,FraudFinder 2.0.,CUSTOMER 1742,183927
5603,CUSTOMER 1742,2011,0.03,Other,CUSTOMER 1742,183927
5605,CUSTOMER 1753,2010,1968.4999999999995,FraudFinder 2.0.,CUSTOMER 1753,196219
5609,CUSTOMER 1753,2011,2362.1999999999994,FraudFinder 2.0.,CUSTOMER 1753,239536
5613,CUSTOMER 1753,2012,2559.1,FraudFinder 2.0.,CUSTOMER 1753,653210
5617,CUSTOMER 1753,2010,1968.4999999999995,Other,CUSTOMER 1753,196219
5621,CUSTOMER 1753,2011,2362.1999999999994,Other,CUSTOMER 1753,239536
5625,CUSTOMER 1753,2012,2559.1,Other,CUSTOMER 1753,653210
5630,CUSTOMER 1781,2011,0.03,FraudFinder 2.0.,CUSTOMER 1781,40
5634,CUSTOMER 1781,2012,-343.28,FraudFinder 2.0.,CUSTOMER 1781,3
5639,CUSTOMER 1781,2011,0.03,Other,CUSTOMER 1781,40
5643,CUSTOMER 1781,2012,-343.28,Other,CUSTOMER 1781,3
5648,CUSTOMER 1786,2011,0.03,FraudFinder 2.0.,CUSTOMER 1786,661528
5651,CUSTOMER 1786,2011,0.03,Other,CUSTOMER 1786,661528
5659,CUSTOMER 1829,2010,2952.78,FraudFinder 2.0.,CUSTOMER 1829,10
5663,CUSTOMER 1829,2011,5905.56,FraudFinder 2.0.,CUSTOMER 1829,9
5671,CUSTOMER 1829,2010,2952.78,Other,CUSTOMER 1829,10
5675,CUSTOMER 1829,2011,5905.56,Other,CUSTOMER 1829,9
5684,CUSTOMER 183,2011,-0.02,FraudFinder 2.0.,CUSTOMER 183,8
5687,CUSTOMER 183,2011,-0.02,Other,CUSTOMER 183,8
5689,CUSTOMER 1832,2010,2682.1,FraudFinder 2.0.,CUSTOMER 1832,14088
5691,CUSTOMER 1832,2010,2682.1,Other,CUSTOMER 1832,14088
5699,CUSTOMER 184,2012,-6689.76,FraudFinder 2.0.,CUSTOMER 184,84109262
5702,CUSTOMER 184,2012,-6689.76,Other,CUSTOMER 184,84109262
5703,CUSTOMER 1909,2012,4429.14,FraudFinder 2.0.,CUSTOMER 1909,6224
5705,CUSTOMER 1909,2012,4429.14,Other,CUSTOMER 1909,6224
5716,CUSTOMER 1933,2011,0.03,FraudFinder 2.0.,CUSTOMER 1933,1350
5719,CUSTOMER 1933,2011,0.03,Other,CUSTOMER 1933,1350
5784,CUSTOMER 2265,2011,393.7,FraudFinder 2.0.,CUSTOMER 2265,4774
5786,CUSTOMER 2265,2011,393.7,Other,CUSTOMER 2265,4774
5788,CUSTOMER 2330,2011,0.03,FraudFinder 2.0.,CUSTOMER 2330,15387
5790,CUSTOMER 2330,2011,0.03,Other,CUSTOMER 2330,15387
5803,CUSTOMER 2377,2012,1053.7899999999997,FraudFinder 2.0.,CUSTOMER 2377,1246353
5807,CUSTOMER 2377,2012,1053.7899999999997,Other,CUSTOMER 2377,1246353
5810,CUSTOMER 2449,2011,0.03,FraudFinder 2.0.,CUSTOMER 2449,550907
5813,CUSTOMER 2449,2011,0.03,Other,CUSTOMER 2449,550907
5816,CUSTOMER 253,2011,0.03,FraudFinder 2.0.,CUSTOMER 253,100036
5819,CUSTOMER 253,2011,0.03,Other,CUSTOMER 253,100036
5822,CUSTOMER 2531,2011,-0.02,FraudFinder 2.0.,CUSTOMER 2531,6787
5825,CUSTOMER 2531,2011,-0.02,Other,CUSTOMER 2531,6787
5827,CUSTOMER 258,2010,2952.7899999999995,FraudFinder 2.0.,CUSTOMER 258,2564
5831,CUSTOMER 258,2011,989.8500000000001,FraudFinder 2.0.,CUSTOMER 258,6973282
5835,CUSTOMER 258,2012,1187.3400000000004,FraudFinder 2.0.,CUSTOMER 258,18185828
5839,CUSTOMER 258,2010,2952.7899999999995,Other,CUSTOMER 258,2564
5843,CUSTOMER 258,2011,989.8500000000001,Other,CUSTOMER 258,6973282
5847,CUSTOMER 258,2012,1187.3400000000004,Other,CUSTOMER 258,18185828
5871,CUSTOMER 2652,2012,-1023.62,FraudFinder 2.0.,CUSTOMER 2652,2222808
5872,CUSTOMER 2652,2012,-1023.62,Other,CUSTOMER 2652,2222808
5874,CUSTOMER 2658,2012,354.33,FraudFinder 2.0.,CUSTOMER 2658,21376
5876,CUSTOMER 2658,2012,354.33,Other,CUSTOMER 2658,21376
5878,CUSTOMER 2706,2011,0.03,FraudFinder 2.0.,CUSTOMER 2706,6694
5881,CUSTOMER 2706,2011,0.03,Other,CUSTOMER 2706,6694
5885,CUSTOMER 2768,2012,-541.34,FraudFinder 2.0.,CUSTOMER 2768,200401
5888,CUSTOMER 2768,2012,-541.34,Other,CUSTOMER 2768,200401
5890,CUSTOMER 2817,2011,0.03,FraudFinder 2.0.,CUSTOMER 2817,82195
5896,CUSTOMER 2817,2011,0.03,Other,CUSTOMER 2817,82195
5901,CUSTOMER 2825,2010,16.72,FraudFinder 2.0.,CUSTOMER 2825,166736
5903,CUSTOMER 2825,2010,16.72,Other,CUSTOMER 2825,166736
5911,CUSTOMER 284,2010,2709.9900000000002,FraudFinder 2.0.,CUSTOMER 284,138694932
5915,CUSTOMER 284,2011,3969.8099999999995,FraudFinder 2.0.,CUSTOMER 284,195158247
5916,CUSTOMER 284,2011,3969.8099999999995,FraudFinder 2.0.,CUSTOMER 284,174393692
5923,CUSTOMER 284,2010,2709.9900000000002,Other,CUSTOMER 284,138694932
5927,CUSTOMER 284,2011,3969.8099999999995,Other,CUSTOMER 284,195158247
5928,CUSTOMER 284,2011,3969.8099999999995,Other,CUSTOMER 284,174393692
5936,CUSTOMER 2866,2011,-0.02,FraudFinder 2.0.,CUSTOMER 2866,2702
5939,CUSTOMER 2866,2011,-0.02,Other,CUSTOMER 2866,2702
5956,CUSTOMER 2911,2011,-0.03,FraudFinder 2.0.,CUSTOMER 2911,9973714
5959,CUSTOMER 2911,2011,-0.03,Other,CUSTOMER 2911,9973714
5962,CUSTOMER 2920,2011,-0.03,FraudFinder 2.0.,CUSTOMER 2920,67
5965,CUSTOMER 2920,2011,-0.03,Other,CUSTOMER 2920,67
5968,CUSTOMER 2921,2012,905.5500000000004,FraudFinder 2.0.,CUSTOMER 2921,1324
5970,CUSTOMER 2921,2012,905.5500000000004,Other,CUSTOMER 2921,1324
5972,CUSTOMER 2942,2011,0.03,FraudFinder 2.0.,CUSTOMER 2942,144758
5975,CUSTOMER 2942,2011,0.03,Other,CUSTOMER 2942,144758
5978,CUSTOMER 2978,2011,0.03,FraudFinder 2.0.,CUSTOMER 2978,84395
5981,CUSTOMER 2978,2011,0.03,Other,CUSTOMER 2978,84395
5985,CUSTOMER 3076,2012,-284.24,FraudFinder 2.0.,CUSTOMER 3076,3224
5987,CUSTOMER 3076,2012,-284.24,Other,CUSTOMER 3076,3224
5990,CUSTOMER 3090,2011,-0.06,FraudFinder 2.0.,CUSTOMER 3090,4721
5994,CUSTOMER 3090,2011,-0.06,Other,CUSTOMER 3090,4721
6008,CUSTOMER 312,2011,-0.03,FraudFinder 2.0.,CUSTOMER 312,12025
6011,CUSTOMER 312,2011,-0.03,Other,CUSTOMER 312,12025
6013,CUSTOMER 3184,2010,3.93,FraudFinder 2.0.,CUSTOMER 3184,131715
6017,CUSTOMER 3184,2011,1.97,FraudFinder 2.0.,CUSTOMER 3184,108346
6019,CUSTOMER 3184,2010,3.93,Other,CUSTOMER 3184,131715
6023,CUSTOMER 3184,2011,1.97,Other,CUSTOMER 3184,108346
6027,CUSTOMER 3210,2012,2489.98,FraudFinder 2.0.,CUSTOMER 3210,156740
6031,CUSTOMER 3210,2012,2489.98,Other,CUSTOMER 3210,156740
6034,CUSTOMER 3213,2011,0.06,FraudFinder 2.0.,CUSTOMER 3213,152
6040,CUSTOMER 3213,2011,0.06,Other,CUSTOMER 3213,152
6045,CUSTOMER 3236,2010,141.72,FraudFinder 2.0.,CUSTOMER 3236,287546
6049,CUSTOMER 3236,2011,54.14,FraudFinder 2.0.,CUSTOMER 3236,130550
6051,CUSTOMER 3236,2010,141.72,Other,CUSTOMER 3236,287546
6055,CUSTOMER 3236,2011,54.14,Other,CUSTOMER 3236,130550
6057,CUSTOMER 3240,2012,590.58,FraudFinder 2.0.,CUSTOMER 3240,38644
6059,CUSTOMER 3240,2012,590.58,Other,CUSTOMER 3240,38644
6063,CUSTOMER 3293,2010,6083.910000000001,FraudFinder 2.0.,CUSTOMER 3293,8719519
6067,CUSTOMER 3293,2011,6279.95,FraudFinder 2.0.,CUSTOMER 3293,8127523
6071,CUSTOMER 3293,2012,6750.879999999999,FraudFinder 2.0.,CUSTOMER 3293,9068344
6075,CUSTOMER 3293,2010,6083.910000000001,Other,CUSTOMER 3293,8719519
6079,CUSTOMER 3293,2011,6279.95,Other,CUSTOMER 3293,8127523
6083,CUSTOMER 3293,2012,6750.879999999999,Other,CUSTOMER 3293,9068344
6087,CUSTOMER 3379,2012,-547.48,FraudFinder 2.0.,CUSTOMER 3379,90
6088,CUSTOMER 3379,2012,-547.48,Other,CUSTOMER 3379,90
6089,CUSTOMER 3387,2010,86.61,FraudFinder 2.0.,CUSTOMER 3387,74936
6092,CUSTOMER 3387,2010,86.61,Other,CUSTOMER 3387,74936
6095,CUSTOMER 3420,2010,2409.48,FraudFinder 2.0.,CUSTOMER 3420,6608158
6099,CUSTOMER 3420,2011,2509.8799999999997,FraudFinder 2.0.,CUSTOMER 3420,8213884
6103,CUSTOMER 3420,2012,2760.8399999999992,FraudFinder 2.0.,CUSTOMER 3420,6990026
6107,CUSTOMER 3420,2010,2409.48,Other,CUSTOMER 3420,6608158
6111,CUSTOMER 3420,2011,2509.8799999999997,Other,CUSTOMER 3420,8213884
6115,CUSTOMER 3420,2012,2760.8399999999992,Other,CUSTOMER 3420,6990026
6120,CUSTOMER 3431,2011,0.03,FraudFinder 2.0.,CUSTOMER 3431,891
6124,CUSTOMER 3431,2012,-125.59,FraudFinder 2.0.,CUSTOMER 3431,1005
6126,CUSTOMER 3431,2011,0.03,Other,CUSTOMER 3431,891
6130,CUSTOMER 3431,2012,-125.59,Other,CUSTOMER 3431,1005
6132,CUSTOMER 3468,2011,0.03,FraudFinder 2.0.,CUSTOMER 3468,8701624
6135,CUSTOMER 3468,2011,0.03,Other,CUSTOMER 3468,8701624
6137,CUSTOMER 3478,2010,1599.4000000000003,FraudFinder 2.0.,CUSTOMER 3478,57815
6141,CUSTOMER 3478,2011,727.0399999999997,FraudFinder 2.0.,CUSTOMER 3478,148912
6145,CUSTOMER 3478,2012,3624.8300000000004,FraudFinder 2.0.,CUSTOMER 3478,152243
6149,CUSTOMER 3478,2010,1599.4000000000003,Other,CUSTOMER 3478,57815
6153,CUSTOMER 3478,2011,727.0399999999997,Other,CUSTOMER 3478,148912
6157,CUSTOMER 3478,2012,3624.8300000000004,Other,CUSTOMER 3478,152243
6162,CUSTOMER 3494,2011,0.03,FraudFinder 2.0.,CUSTOMER 3494,28085
6164,CUSTOMER 3494,2011,0.03,Other,CUSTOMER 3494,28085
6172,CUSTOMER 3512,2011,-0.02,FraudFinder 2.0.,CUSTOMER 3512,191317
6175,CUSTOMER 3512,2011,-0.02,Other,CUSTOMER 3512,191317
6184,CUSTOMER 3532,2011,0.03,FraudFinder 2.0.,CUSTOMER 3532,138958
6187,CUSTOMER 3532,2011,0.03,Other,CUSTOMER 3532,138958
6190,CUSTOMER 356,2011,4133.85,FraudFinder 2.0.,CUSTOMER 356,17332
6194,CUSTOMER 356,2012,7500.020000000001,FraudFinder 2.0.,CUSTOMER 356,38945
6199,CUSTOMER 356,2011,4133.85,Other,CUSTOMER 356,17332
6203,CUSTOMER 356,2012,7500.020000000001,Other,CUSTOMER 356,38945
6207,CUSTOMER 3561,2010,5360.8499999999985,FraudFinder 2.0.,CUSTOMER 3561,13364
6208,CUSTOMER 3561,2010,5360.8499999999985,Other,CUSTOMER 3561,13364
6210,CUSTOMER 361,2011,0.03,FraudFinder 2.0.,CUSTOMER 361,4287
6213,CUSTOMER 361,2011,0.03,Other,CUSTOMER 361,4287
6222,CUSTOMER 3631,2011,-0.02,FraudFinder 2.0.,CUSTOMER 3631,38
6225,CUSTOMER 3631,2011,-0.02,Other,CUSTOMER 3631,38
6229,CUSTOMER 3654,2012,-28.810000000000002,FraudFinder 2.0.,CUSTOMER 3654,191712
6232,CUSTOMER 3654,2012,-28.810000000000002,Other,CUSTOMER 3654,191712
6235,CUSTOMER 3688,2012,-15.75,FraudFinder 2.0.,CUSTOMER 3688,156
6238,CUSTOMER 3688,2012,-15.75,Other,CUSTOMER 3688,156
6245,CUSTOMER 3699,2010,2814.96,FraudFinder 2.0.,CUSTOMER 3699,1415
6248,CUSTOMER 3699,2010,2814.96,Other,CUSTOMER 3699,1415
6267,CUSTOMER 3794,2010,0.98,FraudFinder 2.0.,CUSTOMER 3794,1188211
6269,CUSTOMER 3794,2010,0.98,Other,CUSTOMER 3794,1188211
6272,CUSTOMER 3798,2011,0.03,FraudFinder 2.0.,CUSTOMER 3798,8611
6275,CUSTOMER 3798,2011,0.03,Other,CUSTOMER 3798,8611
6284,CUSTOMER 3877,2011,-0.02,FraudFinder 2.0.,CUSTOMER 3877,1560
6287,CUSTOMER 3877,2011,-0.02,Other,CUSTOMER 3877,1560
6289,CUSTOMER 3905,2010,261.80000000000007,FraudFinder 2.0.,CUSTOMER 3905,30395
6293,CUSTOMER 3905,2011,0.98,FraudFinder 2.0.,CUSTOMER 3905,47340
6295,CUSTOMER 3905,2010,261.80000000000007,Other,CUSTOMER 3905,30395
6299,CUSTOMER 3905,2011,0.98,Other,CUSTOMER 3905,47340
6302,CUSTOMER 3908,2011,-0.02,FraudFinder 2.0.,CUSTOMER 3908,133
6305,CUSTOMER 3908,2011,-0.02,Other,CUSTOMER 3908,133
6307,CUSTOMER 391,2010,41.34,FraudFinder 2.0.,CUSTOMER 391,804
6311,CUSTOMER 391,2011,118.11,FraudFinder 2.0.,CUSTOMER 391,754
6313,CUSTOMER 391,2010,41.34,Other,CUSTOMER 391,804
6317,CUSTOMER 391,2011,118.11,Other,CUSTOMER 391,754
6320,CUSTOMER 394,2011,0.03,FraudFinder 2.0.,CUSTOMER 394,432682
6323,CUSTOMER 394,2011,0.03,Other,CUSTOMER 394,432682
6326,CUSTOMER 3941,2011,0.03,FraudFinder 2.0.,CUSTOMER 3941,6267
6330,CUSTOMER 3941,2012,371.72,FraudFinder 2.0.,CUSTOMER 3941,3141
6335,CUSTOMER 3941,2011,0.03,Other,CUSTOMER 3941,6267
6339,CUSTOMER 3941,2012,371.72,Other,CUSTOMER 3941,3141
6344,CUSTOMER 3950,2011,-0.02,FraudFinder 2.0.,CUSTOMER 3950,2962127
6347,CUSTOMER 3950,2011,-0.02,Other,CUSTOMER 3950,2962127
6350,CUSTOMER 3953,2011,0.03,FraudFinder 2.0.,CUSTOMER 3953,28444
6353,CUSTOMER 3953,2011,0.03,Other,CUSTOMER 3953,28444
6358,CUSTOMER 3983,2011,-0.03,FraudFinder 2.0.,CUSTOMER 3983,1088841
6361,CUSTOMER 3983,2011,-0.03,Other,CUSTOMER 3983,1088841
6371,CUSTOMER 497,2011,7696.85,FraudFinder 2.0.,CUSTOMER 497,35883
6373,CUSTOMER 497,2011,7696.85,Other,CUSTOMER 497,35883
6376,CUSTOMER 500,2011,-0.03,FraudFinder 2.0.,CUSTOMER 500,1445085
6379,CUSTOMER 500,2011,-0.03,Other,CUSTOMER 500,1445085
6388,CUSTOMER 56,2011,-1203.59,FraudFinder 2.0.,CUSTOMER 56,102
6394,CUSTOMER 56,2011,-1203.59,Other,CUSTOMER 56,102
6400,CUSTOMER 574,2011,-1174.53,FraudFinder 2.0.,CUSTOMER 574,79
6402,CUSTOMER 574,2011,-1174.53,Other,CUSTOMER 574,79
6416,CUSTOMER 615,2011,8826.77,FraudFinder 2.0.,CUSTOMER 615,417498
6420,CUSTOMER 615,2012,-1624.02,FraudFinder 2.0.,CUSTOMER 615,336575
6425,CUSTOMER 615,2011,8826.77,Other,CUSTOMER 615,417498
6429,CUSTOMER 615,2012,-1624.02,Other,CUSTOMER 615,336575
6438,CUSTOMER 634,2011,-0.02,FraudFinder 2.0.,CUSTOMER 634,3593
6441,CUSTOMER 634,2011,-0.02,Other,CUSTOMER 634,3593
6452,CUSTOMER 678,2011,0.03,FraudFinder 2.0.,CUSTOMER 678,40696
6455,CUSTOMER 678,2011,0.03,Other,CUSTOMER 678,40696
6460,CUSTOMER 705,2011,0.03,FraudFinder 2.0.,CUSTOMER 705,1156
6463,CUSTOMER 705,2011,0.03,Other,CUSTOMER 705,1156
6473,CUSTOMER 749,2012,-381.1,FraudFinder 2.0.,CUSTOMER 749,85328
6476,CUSTOMER 749,2012,-381.1,Other,CUSTOMER 749,85328
6487,CUSTOMER 778,2010,1141.73,FraudFinder 2.0.,CUSTOMER 778,36210
6489,CUSTOMER 778,2010,1141.73,Other,CUSTOMER 778,36210
6493,CUSTOMER 806,2012,-1342.52,FraudFinder 2.0.,CUSTOMER 806,96
6496,CUSTOMER 806,2012,-1342.52,Other,CUSTOMER 806,96
6498,CUSTOMER 829,2011,0.03,FraudFinder 2.0.,CUSTOMER 829,6
6501,CUSTOMER 829,2011,0.03,Other,CUSTOMER 829,6
6505,CUSTOMER 867,2010,2715.55,FraudFinder 2.0.,CUSTOMER 867,2340977
6509,CUSTOMER 867,2011,466.53999999999996,FraudFinder 2.0.,CUSTOMER 867,3332895
6511,CUSTOMER 867,2010,2715.55,Other,CUSTOMER 867,2340977
6515,CUSTOMER 867,2011,466.53999999999996,Other,CUSTOMER 867,3332895
6518,CUSTOMER 890,2011,-0.03,FraudFinder 2.0.,CUSTOMER 890,119487
6521,CUSTOMER 890,2011,-0.03,Other,CUSTOMER 890,119487
6524,CUSTOMER 898,2011,811.02,FraudFinder 2.0.,CUSTOMER 898,19869
6527,CUSTOMER 898,2011,811.02,Other,CUSTOMER 898,19869
6530,CUSTOMER 90,2011,-0.03,FraudFinder 2.0.,CUSTOMER 90,2287
6533,CUSTOMER 90,2011,-0.03,Other,CUSTOMER 90,2287
6536,CUSTOMER 930,2011,-0.03,FraudFinder 2.0.,CUSTOMER 930,2107966
6538,CUSTOMER 930,2011,-0.03,Other,CUSTOMER 930,2107966
6539,CUSTOMER 936,2010,489.18000000000006,FraudFinder 2.0.,CUSTOMER 936,242361
6543,CUSTOMER 936,2011,441.93,FraudFinder 2.0.,CUSTOMER 936,400983
6545,CUSTOMER 936,2010,489.18000000000006,Other,CUSTOMER 936,242361
6549,CUSTOMER 936,2011,441.93,Other,CUSTOMER 936,400983
